15,26,31,37,44,47
1,6,8,28,37,39
1,12,33,36,46,48
15,18,24,28,34,42
1,20,28,30,34,40
26,28,30,34,36,39
8,17,23,40,41,43
11,28,29,41,45,47
4,19,31,34,37,44
4,6,10,14,16,29
9,17,27,35,39,44
5,6,11,26,33,41
1,3,11,18,40,46
15,17,21,22,27,36
1,10,12,13,29,47
12,24,25,33,37,44
2,8,16,17,20,26
1,3,10,15,17,40
1,4,17,20,28,32
2,13,33,35,38,49
15,26,27,38,42,43
6,7,18,21,27,48
16,20,22,31,42,48
4,11,25,27,39,41
4,7,12,15,27,34
6,13,33,38,41,43
20,24,34,36,43,45
9,12,15,19,21,47
7,11,15,21,26,34
7,17,24,29,47,49
3,7,21,22,38,47
13,15,25,28,45,47
1,7,12,17,36,38
7,10,22,32,34,48
5,6,13,19,23,34
2,13,16,34,37,47
5,11,12,31,41,42
10,13,20,22,42,46
2,9,13,40,44,46
8,15,20,41,42,49
9,11,12,22,28,49
2,10,16,23,35,47
18,25,38,40,44,45
9,11,13,22,24,44
10,11,15,22,23,45
7,19,23,30,34,45
9,20,30,34,35,46
8,11,17,24,30,49
2,6,16,24,41,46
13,15,17,30,38,45
9,18,24,34,40,43
8,9,24,35,39,41
4,6,8,35,36,43
7,8,26,31,35,39
10,11,23,26,28,30
1,4,15,16,18,36
12,19,23,30,35,36
11,14,21,22,32,49
5,18,19,32,40,44
3,12,30,35,37,38
11,16,24,27,36,48
4,8,10,35,46,47
3,8,12,18,22,33
5,19,31,32,34,45
2,17,23,39,47,48
16,22,27,35,38,46
8,20,26,36,44,47
2,29,41,42,45,48
1,2,3,9,20,49
2,4,20,22,30,37
3,12,19,21,31,48
2,8,14,25,43,44
3,4,7,24,27,31
3,6,19,21,31,49
2,9,24,34,41,45
14,19,20,21,29,49
17,25,32,33,46,48
5,6,25,30,32,48
1,6,9,11,33,39
4,7,29,39,44,47
12,18,23,24,46,49
9,27,28,32,34,43
4,12,25,34,36,40
8,14,21,41,45,48
18,21,28,33,41,47
6,9,29,31,42,47
2,15,28,41,42,49
15,22,30,33,34,47
1,6,38,41,43,45
7,10,11,18,37,47
10,16,17,27,36,38
13,17,26,28,32,34
8,20,21,24,34,47
2,3,4,15,23,40
9,22,26,30,44,49
2,11,20,37,45,47
7,12,24,39,43,48
18,20,36,41,46,48
3,5,25,26,29,30
2,13,33,39,40,44
4,7,13,28,36,49
1,4,5,22,44,46
2,3,11,24,26,27
6,10,12,14,31,38
10,13,28,32,37,41
3,6,14,19,27,36
6,19,26,28,37,49
9,14,17,34,40,48
2,5,8,13,17,35
10,13,26,40,42,48
2,4,6,7,13,29
7,14,16,25,30,36
8,15,18,37,39,44
4,17,20,29,39,48
10,21,26,34,35,43
9,14,19,20,43,47
4,9,24,31,39,47
8,18,20,22,31,37
9,10,20,22,38,49
2,5,8,29,40,47
1,8,22,26,32,37
3,17,23,26,41,47
1,10,15,21,27,37
5,14,16,22,23,33
16,21,30,34,39,45
13,17,23,32,34,46
4,9,10,17,33,34
4,11,17,29,39,49
2,20,28,46,47,49
5,17,19,26,32,33
11,17,19,20,29,32
7,10,11,17,22,30
1,17,28,29,31,34
1,3,11,21,41,42
5,12,13,20,37,41
6,7,17,19,35,46
3,15,19,20,32,40
2,11,16,17,25,28
4,11,16,26,42,47
3,14,22,24,34,49
13,15,17,18,41,45
20,21,28,44,46,47
11,19,30,33,37,44
10,16,21,28,29,31
2,7,17,25,30,43
3,23,32,35,43,49
2,35,38,47,48,49
11,13,18,29,44,46
4,6,13,18,23,45
4,28,31,34,48,49
7,8,26,43,47,48
10,23,33,39,42,48
3,5,9,17,35,36
3,7,28,31,33,36
1,3,4,8,21,28
25,30,31,34,40,47
8,9,24,28,37,49
12,14,24,26,27,49
1,5,15,22,43,47
1,11,12,15,35,49
5,12,16,17,41,46
4,12,18,25,42,44
10,14,21,37,39,49
7,9,33,34,39,41
3,12,20,33,34,41
11,16,30,34,41,45
6,12,16,20,27,38
14,20,21,38,45,46
22,27,28,29,42,46
3,10,11,17,29,34
10,14,18,20,34,47
1,2,14,18,25,39
16,23,24,35,36,44
10,13,20,24,29,36
15,27,32,36,44,48
3,20,26,31,32,35
3,7,10,31,32,35
9,11,33,43,46,48
5,12,31,34,37,45
2,3,27,40,44,49
7,10,21,23,29,39
8,30,31,37,38,48
1,4,17,24,27,43
5,16,18,28,37,49
26,29,31,37,43,49
1,2,23,35,38,46
9,21,29,34,43,47
3,25,32,36,38,40
3,14,21,25,27,42
5,20,22,28,36,48
1,2,5,6,11,43
2,3,9,18,23,37
1,3,8,22,28,33
3,6,13,37,40,42
4,22,33,39,42,47
3,5,19,35,38,41
7,21,24,31,43,47
10,12,13,14,22,47
3,6,23,24,42,44
7,11,14,25,26,30
10,17,29,33,42,48
4,7,9,20,37,49
2,23,30,34,40,42
1,3,7,11,16,34
1,3,21,34,41,44
8,15,19,21,24,44
5,12,15,17,18,39
1,9,22,43,46,48
17,22,26,27,29,35
1,11,18,20,26,30
2,16,23,32,34,35
4,9,23,37,47,48
11,24,28,37,41,43
2,8,28,30,33,40
2,6,22,25,33,39
4,8,24,26,37,41
1,4,9,15,37,39
9,14,22,37,41,45
4,22,23,37,40,49
6,16,18,28,34,40
8,10,19,27,39,44
10,27,33,40,47,48
6,12,14,25,35,43
5,7,13,29,41,49
11,13,16,19,28,46
15,19,36,44,45,49
14,18,22,30,39,44
1,4,7,21,23,44
4,18,21,22,39,46
2,29,33,34,44,49
9,15,24,46,48,49
9,10,19,27,29,45
6,10,17,20,25,28
11,24,25,36,41,45
13,15,17,23,26,47
5,14,17,43,45,49
5,8,9,10,22,38
11,18,23,31,37,49
4,6,7,25,35,37
5,6,11,25,45,48
9,30,31,34,42,45
2,11,25,32,34,39
11,14,21,24,25,47
6,29,44,45,46,47
11,21,30,36,42,47
15,25,26,34,35,41
7,8,27,29,37,48
6,18,26,28,30,49
3,10,31,40,41,43
11,17,20,31,48,49
11,13,33,37,45,48
16,18,28,33,41,45
1,10,11,13,42,48
10,14,29,35,40,46
9,16,22,28,30,32
5,13,31,33,34,35
10,20,40,46,48,49
4,15,17,43,45,47
4,23,24,30,34,45
2,15,27,32,43,49
9,10,16,21,32,47
14,16,38,44,48,49
4,12,26,44,47,48
12,13,19,22,39,48
1,4,13,17,35,44
3,5,6,15,39,42
22,24,33,36,42,49
7,8,33,36,46,49
2,7,18,23,39,47
1,4,10,24,30,39
7,13,34,38,43,44
5,6,22,37,44,48
11,20,31,33,39,48
15,17,22,36,45,47
13,15,18,30,32,48
12,14,27,35,46,49
4,10,15,22,33,35
4,9,25,28,39,45
10,14,26,29,39,41
5,6,15,20,32,48
2,3,13,23,34,38
9,10,23,29,30,34
1,6,15,30,33,49
11,15,25,29,30,49
2,4,26,30,31,43
1,6,9,10,22,26
1,8,18,20,22,46
1,16,17,26,31,36
12,14,23,32,37,39
2,4,9,12,21,31
6,10,24,34,37,47
1,5,21,26,31,43
8,10,26,29,41,44
3,12,15,31,36,49
6,23,24,38,39,40
1,2,9,20,24,49
2,12,20,25,31,47
10,16,17,38,42,43
18,24,26,34,38,45
8,12,24,31,33,41
4,5,23,31,39,48
4,11,15,16,35,42
6,14,26,27,30,43
2,6,21,45,46,49
4,15,23,33,37,47
2,7,16,25,29,34
8,9,13,17,33,49
4,25,30,41,43,45
1,24,28,33,37,47
7,26,27,29,30,41
3,8,21,22,28,48
13,16,18,23,34,42
9,24,25,30,35,37
16,17,18,27,38,41
10,13,20,24,37,47
2,3,9,18,20,36
11,21,27,28,32,34
1,2,16,27,31,47
6,8,10,28,36,37
1,8,22,32,46,48
5,8,9,10,29,49
1,6,14,25,29,35
9,14,16,17,21,26
1,15,30,39,45,49
5,21,28,30,37,42
9,15,21,31,33,41
13,18,29,31,32,46
17,19,25,36,40,44
1,2,29,37,42,48
10,12,18,21,27,33
4,7,14,15,19,26
4,9,16,20,38,39
1,13,20,24,37,39
4,13,18,20,36,39
8,23,28,31,36,37
1,2,4,13,43,48
3,4,15,24,35,41
4,5,12,16,18,41
15,19,34,39,44,45
12,13,18,19,27,29
3,7,28,29,38,48
15,18,22,24,27,30
4,10,20,25,33,36
12,13,18,20,28,48
9,10,20,42,46,47
6,11,17,31,40,41
3,14,16,19,45,48
13,17,25,26,43,44
17,22,28,31,39,45
1,10,11,24,30,49
3,6,9,29,30,33
6,20,30,33,39,47
3,12,20,39,46,49
7,18,21,28,47,48
5,6,15,28,29,43
4,15,41,43,45,49
5,9,25,27,33,44
5,17,24,25,36,45
7,8,12,24,30,49
8,9,17,31,36,47
3,8,14,20,33,41
1,28,33,41,42,45
4,9,23,35,46,49
2,20,29,38,39,43
1,29,30,44,45,49
4,7,10,26,42,47
9,13,21,24,38,46
22,37,41,42,44,45
14,15,21,22,32,40
5,6,8,16,29,31
7,16,17,21,27,36
9,18,21,22,26,29
7,30,31,42,45,49
16,23,30,37,39,43
10,13,23,35,36,48
12,17,19,26,33,40
5,8,31,46,47,49
3,4,7,22,30,39
10,20,24,35,36,39
2,4,19,34,37,41
2,3,16,42,43,45
17,19,25,34,43,45
3,7,11,20,23,48
6,16,39,40,46,49
1,3,6,7,36,49
1,7,9,10,36,44
6,9,11,16,25,37
18,21,34,37,40,49
8,12,30,43,46,48
2,5,8,22,25,35
6,12,17,34,38,46
6,17,29,33,42,48
5,8,12,20,30,39
3,18,34,41,45,46
8,30,42,46,48,49
9,17,26,31,35,36
12,28,29,33,35,37
12,13,38,41,44,49
4,17,23,28,43,46
6,15,22,25,33,42
5,13,26,29,40,47
7,12,30,34,40,48
2,10,16,18,41,44
2,3,5,25,43,48
2,22,25,27,35,42
4,16,40,43,46,47
14,17,21,29,42,46
2,13,14,21,45,49
8,11,21,38,41,48
7,13,15,20,21,41
5,23,26,31,34,49
2,4,9,20,35,40
2,8,12,13,27,35
5,11,15,42,45,48
5,10,18,21,35,49
2,11,19,20,21,40
8,26,32,35,36,49
7,8,12,21,23,47
9,15,30,37,38,40
5,16,19,26,42,44
7,11,13,24,28,46
4,16,25,26,33,42
9,22,28,32,33,49
14,18,30,40,43,46
12,17,18,26,29,33
4,10,11,15,22,37
4,7,12,20,39,48
1,29,32,39,44,47
16,22,31,37,39,49
15,26,29,34,35,40
1,5,8,21,27,34
2,31,37,38,39,40
19,24,34,40,41,46
7,16,26,28,41,44
5,7,24,26,41,49
3,13,18,21,22,33
5,12,16,23,29,39
1,16,23,29,39,46
6,17,25,27,35,40
1,2,24,38,42,49
19,21,30,35,36,37
31,32,33,37,42,46
2,7,20,36,38,41
3,5,25,30,33,37
11,20,25,35,42,45
11,23,35,37,40,43
20,21,23,31,42,43
2,22,29,31,40,48
1,3,8,22,36,44
14,16,29,44,45,47
7,11,22,27,32,46
8,12,29,33,39,45
4,19,30,37,39,41
4,16,28,37,38,47
1,4,14,18,22,39
10,14,35,40,43,48
9,13,14,17,28,45
3,12,26,28,31,46
10,11,24,33,34,38
1,6,10,21,28,35
16,17,18,22,25,36
11,20,31,37,44,47
8,19,43,44,48,49
3,4,11,15,32,45
4,5,7,11,28,32
1,7,17,20,29,49
5,21,26,27,28,29
21,24,27,32,35,36
4,8,10,13,14,49
1,5,13,16,24,41
9,20,25,36,42,47
1,10,13,14,38,39
2,4,6,30,32,34
3,9,15,32,43,46
8,9,17,31,37,38
18,19,26,34,39,46
6,7,17,24,41,48
2,3,9,24,33,41
5,18,19,28,35,45
21,26,27,35,38,48
9,23,25,29,30,48
4,8,16,39,40,45
5,14,16,25,45,48
5,14,16,22,26,28
11,13,16,18,21,22
26,28,31,33,40,41
9,27,33,38,39,40
6,17,21,27,36,42
20,22,26,27,31,44
6,23,30,33,43,44
2,4,24,28,32,45
2,4,30,37,43,49
10,27,28,40,46,47
8,9,37,40,46,49
4,8,15,16,34,49
6,12,23,29,31,35
1,14,17,23,35,38
10,15,20,21,34,46
4,5,10,17,39,44
1,5,25,32,38,39
1,3,9,17,18,42
7,21,24,33,35,45
2,8,23,28,38,45
11,13,19,35,41,45
2,4,9,28,42,43
3,6,15,26,28,42
1,6,9,10,20,46
2,8,18,22,24,35
2,17,27,32,35,38
3,9,13,31,40,42
3,19,33,42,43,45
11,25,27,29,30,44
13,14,15,16,18,44
13,16,31,35,41,42
22,25,26,34,41,45
1,2,24,29,40,47
8,26,34,36,39,46
2,4,15,20,32,42
15,17,22,37,39,47
13,15,18,36,43,45
2,12,16,19,20,49
21,31,33,35,39,44
12,15,17,24,36,49
4,6,11,16,22,39
1,5,15,33,40,48
1,3,9,30,41,47
9,19,22,26,34,36
1,5,9,18,24,32
20,23,28,37,39,41
19,21,24,28,30,48
11,14,16,17,35,49
1,3,14,17,35,43
7,29,31,32,33,35
11,13,16,20,21,28
9,24,35,40,41,48
6,9,14,17,47,49
17,19,22,27,40,46
4,17,18,26,33,35
5,8,17,24,30,42
5,11,12,15,24,32
3,4,12,29,32,48
12,15,22,26,27,29
1,3,15,18,20,33
6,16,20,23,24,34
3,6,18,27,29,37
1,15,23,24,31,39
5,8,10,11,23,30
18,28,38,39,47,48
9,27,32,34,36,37
1,8,20,45,47,48
4,11,12,18,21,40
4,11,20,28,46,49
4,22,23,31,36,47
1,3,11,15,39,47
1,4,6,13,15,48
24,28,29,38,39,41
3,5,14,17,29,45
2,10,19,39,46,47
2,9,18,21,32,47
4,24,26,30,31,46
6,27,30,38,41,47
2,14,17,19,20,49
6,19,22,24,29,40
5,11,15,17,25,46
16,18,21,26,30,48
12,19,26,30,36,45
1,19,34,39,43,48
7,11,24,32,35,49
2,11,17,19,22,26
16,25,27,30,37,41
12,13,25,39,42,43
8,11,15,20,33,43
7,13,16,35,42,46
1,5,8,23,32,48
4,9,19,22,24,43
5,7,18,26,29,47
9,12,14,20,27,36
2,12,20,28,46,49
11,14,19,25,27,47
1,8,21,32,37,46
28,33,36,38,40,45
3,7,11,18,20,27
6,23,31,43,46,49
9,25,29,36,38,41
11,14,21,28,41,48
2,3,7,9,16,34
5,29,30,31,41,45
1,6,18,29,39,48
8,11,21,30,38,49
3,7,20,34,36,41
4,17,34,38,46,49
15,20,34,42,45,46
4,18,31,41,42,43
10,14,22,29,33,48
1,11,12,19,28,30
2,7,22,27,41,42
3,16,25,38,45,47
7,9,22,29,44,49
4,21,22,29,41,45
8,10,28,35,37,47
3,13,29,30,31,43
5,6,27,33,36,37
4,6,14,21,36,46
3,9,18,38,46,48
1,3,4,17,24,28
4,13,31,36,40,41
5,11,18,28,29,32
2,5,8,24,32,37
9,10,20,33,34,43
17,19,20,27,32,35
1,4,6,15,24,48
5,6,28,35,42,43
1,8,20,25,38,43
11,17,19,23,32,44
5,13,23,33,37,40
3,10,11,13,26,48
3,13,18,20,22,30
5,9,19,21,27,46
1,8,9,32,35,37
3,6,7,9,32,35
6,21,31,40,42,44
11,14,19,21,41,44
8,11,35,37,38,46
1,2,12,19,27,38
4,10,26,34,46,49
4,14,16,19,22,35
13,17,20,29,32,42
11,26,27,39,40,47
7,17,33,36,39,44
1,4,15,16,29,46
4,5,10,27,28,49
2,17,34,38,46,49
4,9,14,25,36,40
3,8,9,16,34,46
2,8,12,20,25,49
3,7,15,23,29,48
4,10,18,22,23,38
7,17,22,26,31,42
9,13,16,22,24,31
2,8,10,37,44,49
1,21,27,31,34,38
2,13,19,25,30,43
3,9,10,20,25,34
1,3,20,21,35,37
7,19,24,26,32,39
14,25,32,38,43,46
16,20,23,27,41,46
10,11,15,26,28,31
8,15,19,21,32,42
3,17,23,24,30,47
6,11,16,38,42,49
4,6,8,11,33,35
1,8,25,33,34,41
7,15,25,34,35,38
9,10,12,13,41,48
5,15,29,31,38,45
10,29,33,40,43,45
1,18,24,29,35,46
15,18,25,27,38,47
9,17,19,24,38,47
5,21,25,27,38,40
5,12,17,18,41,44
15,18,19,21,24,26
2,6,7,15,20,38
3,21,26,29,31,48
1,2,7,19,28,34
8,33,39,40,46,48
8,9,22,27,29,42
1,5,13,29,34,44
2,11,18,26,39,45
3,5,6,13,31,32
3,15,19,40,41,44
4,6,9,15,22,37
2,7,11,20,29,45
6,11,14,23,39,45
5,32,33,40,41,49
11,26,31,34,36,42
1,6,27,39,44,49
22,23,24,28,29,43
1,5,12,14,19,31
1,19,23,29,34,41
1,4,6,23,25,47
3,18,24,45,46,48
7,21,22,38,45,47
8,19,26,34,37,40
5,6,27,41,47,49
16,24,31,35,37,49
7,8,13,26,28,49
1,3,4,5,37,39
20,22,24,25,40,41
13,15,17,19,24,32
8,12,13,25,31,35
8,14,31,36,40,46
7,10,16,19,42,46
7,10,11,27,31,48
8,25,31,38,43,48
1,9,22,23,34,38
11,13,21,36,39,40
1,6,17,28,36,41
2,6,10,17,18,46
7,13,20,33,39,45
1,7,15,23,29,35
24,32,36,40,42,43
5,14,34,36,38,42
4,12,15,16,38,46
13,23,27,32,34,43
6,14,18,21,32,46
11,12,14,17,21,37
10,16,19,33,42,43
2,12,15,16,30,32
21,27,32,33,39,48
3,4,11,28,37,40
2,7,17,20,33,47
22,25,30,37,38,49
5,15,22,24,34,46
